position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
120,UCYAbVup0k4LbmJtgTzPdNWA,Rei Do Fortune Slots,d6MVukVpges,2023-02-17T16:05:42Z,2023-02-17 16:05:42,ESTRATÉGIA DO MINUTO CERTO NO FORTUNE TIGER - PAGANDO MUITO!!,ESTRATÉGIA DO MINUTO CERTO NO FORTUNE TIGER - PAGANDO MUITO!! #slots #rendaextra #apostas Sempre faça as entradas no 55 milisegundos até a virada do minuto Meu insta para duvidas: @sued404ofc Link do video nos comentários,"Rei do fortune,slots,wingdas,chillbet,casacampea,brdice,apostas,renda extra,renda online,banca baixa,bet baixa,alavancagem de banca,tiger fortune,ganesha slots,mouse fortune,max win,sugar rush,velho do raio,slots banca baixa,estratégias slots,blaze,tiger fortune estrategias,fortune slots,pg games slots,slots que mais pagam,como ganha dinheiro pelo celular,renda extra facil,dinheiro em casa,banca de 20,banca baixa slots",22,People & Blogs,PT8M5S,485,2d,hd,FALSE,,,https://i.ytimg.com/vi/d6MVukVpges/maxresdefault.jpg,,207,2,,0,1
121,UCw8kYHz0escoTFWi_TzRmIw,PSouza7,isImIhY0TbY,2023-02-17T00:00:30Z,2023-02-17 0:00:30,INSISTI NO *FORTUNE TIGER* E FORREI DEMAIS!!!,Segue lá: pspatricksouza,,22,People & Blogs,PT17M17S,1037,2d,hd,FALSE,,,https://i.ytimg.com/vi/isImIhY0TbY/maxresdefault.jpg,1,172224,4115,,0,229
122,UCys-xOTHlY_fkBp7Z5w8p1A,Tyzzer,NNdlsYKQU7U,2023-02-16T20:23:08Z,2023-02-16 20:23:08,SLOT FORTUNE TIGER 🐯 DESCOBRI O MELHOR HORÁRIO!!!,"Descobri O Melhor Horário Para O Slot Fortune Tiger! Puro Entretenimento Exclusivo! Gostou? Já deixa o like e se inscreve, lembrando que aposta é para maiores de 18 anos 🔞 Tamo junto 🫶🏼⚡ #fortunetiger #bonus #bet #slotonline",,22,People & Blogs,PT7M17S,437,2d,hd,FALSE,,,https://i.ytimg.com/vi/NNdlsYKQU7U/maxresdefault.jpg,1,57448,861,,0,170
123,UCn8K3SXgBWehy3EWjy8csAg,Beatriz Lopes,I-ortHER1hI,2023-02-14T12:46:13Z,2023-02-14 12:46:13,Estratégia Fortune Tiger.😍 Pra vocês e aproveitem.🍀,Curti que postarei mais estratégias minhas.🍀,,22,People & Blogs,PT1M41S,101,2d,hd,FALSE,,,https://i.ytimg.com/vi/I-ortHER1hI/maxresdefault.jpg,,521,11,,0,0
124,UCso-k3pOII8TRZTmTFknkSg,VT Slots,FA_I9qLQ6sk,2023-02-13T18:14:37Z,2023-02-13 18:14:37,FORTUNE TIGER / PAGOU BEM (Gogowin) 💸🤑🔥,#alavancagem #dinheiro #dragon #dragonhatch #ganhandodinheiro #pggames #sorte #youtube #youtubeshorts #casadeapostas #fortunetiger #gogowin,,20,Gaming,PT10M5S,605,2d,hd,FALSE,,,,,44,1,,0,1
125,UCtCnMOYqAauOeW99Y5wINIg,Money Bet ,ga49FGmcxFs,2023-02-13T15:22:11Z,2023-02-13 15:22:11,FORTUNE TIGER MELHOR ESTRATÉGIA PARA LIBERAR O BÔNUS RÁPIDO!!,"Observação: O intuito deste vídeo e apenas para entretenimento, jogos online só são permitidos para maiores de 18 anos!!! Obrigado pelo carinho e aproveitem o vídeo!!","testandoestrategias,estrategias,mines,minas,slots",20,Gaming,PT3M52S,232,2d,hd,FALSE,,,https://i.ytimg.com/vi/ga49FGmcxFs/maxresdefault.jpg,,30009,427,,0,62
126,UCdHSHgopModyZrFEiJr7bHg,Cacau slots,kmG-Q62UtMU,2023-02-12T12:56:56Z,2023-02-12 12:56:56,Jogando fortune tiger com banca baixa,,,22,People & Blogs,PT1M1S,61,2d,hd,FALSE,,,https://i.ytimg.com/vi/kmG-Q62UtMU/maxresdefault.jpg,,225,,,0,1
127,UCLzC_59LsC4RLpCQDAsYQQA,FATURANDO BEM,OSgdWXtsjbw,2023-02-10T12:04:49Z,2023-02-10 12:04:49,FORREI NO SLOT FORTUNE TIGER!!! #fortunetiger,"Fala família sejam todos bem vindos deixa muito like comenta e se inscreve para não perder nenhum conteúdo. 🔞Lembrando que somente para maiores de 18 anos isso tem Riscos aposte com responsabilidade🔞😎 DEPOSITO MÍNIMO 20,00 SAQUE MÍNIMO 50,00 #fortunetiger #slotpg #apostaonline #online","#fortunetiger,#pagando,#slotpg,#viral,#betgo,#rendaextra,#online,#slotonline,#blaze,#Smashup,#faturandobem",24,Entertainment,PT1M1S,61,2d,hd,FALSE,,pt,https://i.ytimg.com/vi/OSgdWXtsjbw/maxresdefault.jpg,,144,4,,0,1
128,UCcvJvc-QYwlde81kgXI940g,CANAL DA R3NDA 3XTRA,SjytAgNjGtQ,2023-02-09T22:55:33Z,2023-02-09 22:55:33,Forrando muito no Fortune Tiger - LINK NOS COMENTARIOS #slots #fortunetiger #brabet,"fortune tiger,fortune tiger slot,slot,fortune tiger pg,pg fortune tiger,pg slot,fortune tiger pg soft,fortune tiger pg slot,fortune tiger slot hari ini,tiger oriental fortune slot,slot gacor,fortune,info slot gacor hari ini,slot gacor hari ini,tiger oriental fortune,nova estratégia fortune tiger,slots,fortune ox,slot big win,#tiger,wheel of fortune,#fortune,slot pg,fortune mouse,pgslot,live slot,#slot,#fortuna,#sloth,#furtune","fortune tiger,slots,slot,slots pagando muito,slots novos,fortune tiger slot,fortune tiger estrategia,big win,fortune tiger big win,brabet",22,People & Blogs,PT1M,60,2d,hd,FALSE,,,https://i.ytimg.com/vi/SjytAgNjGtQ/maxresdefault.jpg,,682,,,0,1
129,UCwytI_NZ4xjsoP6zDXJpIyA,WallaceWM,6HHUqi-vrCs,2023-02-09T17:52:21Z,2023-02-09 17:52:21,15 reais vs FORTUNE TIGER | ESSE JOGO É MUITO LUCRATIVO!!!!!!,🎰LINK DO JOGO: https://www.betbry.com/c-UFpwFoHR?lang=pt 👆DEPÓSITO MÍNIMO É DE R$20 FAMILIA ⚽https://t.me/AVALANCAGEMCARTOLA 👆ENTRE NO MEU CANAL FREE DO TELEGRAM . . . . . . . . . jogandoslotsPG cassinoonline rendaextra dinheiroemcasa slots cassino jogolucrativo,,20,Gaming,PT1M50S,110,2d,hd,FALSE,,pt,https://i.ytimg.com/vi/6HHUqi-vrCs/maxresdefault.jpg,,2382,11,,0,2
130,UC2M8V-lvQsppCnJNsOv-NLw,slot's dos pobre 🍀,CbLY_i6NVVE,2023-02-09T15:47:26Z,2023-02-09 15:47:26,"Slot Fortune tiger🍀 estratégia da cartinha, subindo banca",,,22,People & Blogs,PT38S,38,2d,hd,FALSE,,,https://i.ytimg.com/vi/CbLY_i6NVVE/maxresdefault.jpg,,15674,652,,0,28
131,UCaHyC0MM3wc99a9mYQafOXw,JogΛndoSeilá,dj3plQDpmfU,2023-02-08T19:12:29Z,2023-02-08 19:12:29,FORTUNE TIGER PAGANDO MUITO(jogando com banca baixa!),Obrigado a todos que assistiram!.Deixe o like e seu comentário pra mais vídeos assim! Link do site que aposto: https://www.betbry.com/c-xzZ89XCC?lang=pt #apostas#apostando#furtunetiger,,20,Gaming,PT3M,180,2d,hd,FALSE,,,https://i.ytimg.com/vi/dj3plQDpmfU/maxresdefault.jpg,,235,,,0,3
132,UCM7Cnqac7tK1Kpe9CDP_5-g,SaintValetin,nIyUI-BjvLE,2023-02-07T16:53:48Z,2023-02-07 16:53:48,GANHEI MUITO DINHEIRO NO CASSINO - BBRBET (LINK NO PERFIL) #CASSINO #SHORTS #youtubeshorts,"Crie conta no site por aqui: https://www.bbrbet.com/c-kj1ingV1?lang=pt Ou seja membro deste canal e ganhe benefícios: https://www.youtube.com/saintvaletin/join Lives todos os dias às 14h aqui no Youtube. E-mail para negócios ► henriquecavalcante997@gmail.com TWITTER ► https://twitter.com/SaintValetin INSTAGRAM ► https://www.instagram.com/saintvaletinlive TIKTOK ► https://www.tiktok.com/@saintvaletin DISCORD ► https://discord.gg/8d9qApXzA9 EPIC GAMES ► Se for comprar qualquer coisa na Epic Games utilizem meu código SAINTVALETIN durante a compra para me apoiar, é gratuito. ROXX ENERGY ► Use o cupom SaintV-10 ou SaintV-20 para ganhar descontos nas compras do site. https://www.roxxenergy.com.br/ #SHORTS #cassino #cassinobrasil","ganhar dinheiro,alavancagem 10x,alavancagem de banca,saintvaletin,saintvaletinyt,jogos ao vivo,youtuber brasileiro,gamer brasileiro,streamer,portugues brasil,jogos online,transmissão ao vivo,lives,live on,lives em portugues,lives no brasil,cassino,cassino brasil,bbrbet,bbrbet brasil,cassino portugues,cassino pela primeira vez,cassino vale a pena,cassino ganhando dinheiro,ganhar dinheiro no cassino,las vegas,saque via pix,ganhar dinheiro na internet",24,Entertainment,PT39S,39,2d,hd,FALSE,,pt-BR,https://i.ytimg.com/vi/nIyUI-BjvLE/maxresdefault.jpg,1,219963,4018,,0,331
133,UCGG2NvCATdYD_TKsaSduAFQ,Nathalia Caroline,AKTVd7PpeQM,2023-02-06T12:36:04Z,2023-02-06 12:36:04,Como subir a banca no fortune tiger #onebra #brabet #allwin #bbrbet #fortunetiger #slot,,,22,People & Blogs,PT34S,34,2d,hd,FALSE,,,https://i.ytimg.com/vi/AKTVd7PpeQM/maxresdefault.jpg,,1327,48,,0,2
134,UCgczolDxXhEY4EpxWEaKWuw,Tayná Brum,vOCwBXF4lbw,2023-02-05T04:30:50Z,2023-02-05 4:30:50,"BANCA BAIXAAAA, DRAGON HATCH & FORTUNE TIGER. #brabet #dragonhatch #rendaextra #WINMI",,,22,People & Blogs,PT15S,15,2d,hd,FALSE,,,https://i.ytimg.com/vi/vOCwBXF4lbw/maxresdefault.jpg,,556,13,,0,1
135,UCkpdT7KxH4FgJuplnGosWgg,JOGUINHOS DA SORTE,GZd6zCHoyRM,2023-02-03T00:27:45Z,2023-02-03 0:27:45,🔞🔞 FORTUNE TIGER PAGANDO MUITO NESSE SITE (DEPOSITEI APENAS 20 REAIS) 🤑🤑,"Hoje trago um vídeo jogando fortune tiger na plataforma BrWin, que é um site de apostas, cassino parecido com Wingdas, Alano Slots, e entre outras casas de aposta para ganhar dinheiro. Acesse o site no primeiro comentário fixado, faça um depósito de 20 reais tente a sorte você também!","bônus,cassino,sem depósito,saque,BrWin,alano,slots,aposta,bet365,apostas esportivas,brasa,fortune tiger,jogando,dinheiro,ganhar dinheiro,internet",22,People & Blogs,PT1M13S,73,2d,hd,FALSE,,,https://i.ytimg.com/vi/GZd6zCHoyRM/maxresdefault.jpg,,52,1,,0,2
136,UCQOwizFR4YREl7M2wboC2lA,Looy 2.0,SKqyqtBQr30,2023-02-02T13:09:49Z,2023-02-02 13:09:49,JOGANDO FORTUNE TIGER O SLOT BRASILEIRO KKKK,🚫Caros amigos e anfitriões o intuito desse vídeo é apenas para criar conteúdo e entretenimento jogos online são somente para maiores de 18 anos!!! dito isso..🚫 obrigado por assistir!!!!! #jogos #slots #runwin,,22,People & Blogs,PT6M35S,395,2d,hd,FALSE,,,,,2464,141,,0,29
137,UCW2Pzq9nlaSvj-VOiqaz2Sw,SLOT GAME ,b_-_RC5qCAo,2023-02-01T22:15:26Z,2023-02-01 22:15:26,FORRANDO NO FORTUNE TIGER ° WINBRA,,,22,People & Blogs,PT31S,31,2d,hd,FALSE,,,https://i.ytimg.com/vi/b_-_RC5qCAo/maxresdefault.jpg,,123,4,,0,1
138,UCKgPvT5zMJCqG72CvU03M2Q,JP HUNTER SLOT,FATxVyektSs,2023-01-31T12:37:53Z,2023-01-31 12:37:53,PG SOFT GACOR HARI INI • FORTUNE TIGER PG SLOT • FORTUNE TIGER PG SLOT HARI INI,"PG SOFT GACOR HARI INI • FORTUNE TIGER PG SLOT • FORTUNE TIGER PG SLOT HARI INI #infopgsoftgacorhariini #pgsoftgacorhariini #slotgacorhariini #fortunetiger #pgsoft Jangan Lupa Bantu ✅ Like 💬 Komen 🛑 Subscribe ❗ PERINGATAN ❌ VIDEO INI DIBUAT HANYA UNTUK HIBURAN HANYA UNTUK 18+ info pg soft hari ini, info pg soft gacor hari ini, pg soft ahri ini, pg soft gacor hari ini, pg soft hari ini, pg soft live, pg soft gacor, pg soft slot,slot, slot online, game online, pola gacor, pola gacor hari ini, pola gacor terbaru,trik slot,maxwin,azteg, megaways, bigwin, modal receh, pgsoft gacor hari ini,rooster rumble, game gacor pgsoft hari ini, game gacor pgsoft,ways of the qilin,rise of apollo,leprechaun riches pg soft, pola gacor pg soft, pg soft,cocktail night pgsoft,quuen of bounty pg soft, pola modal rebate, pola modal rollingan mingguan, pola modal receh, ninja vs samurai pg soft,,game slot baru pg soft, pola game baru pg soft,pola pg soft modal 50k,the queens banquet,review game slot baru,caishen wins, pola gacor modal receh, caishen wins pg soft,muay thai champion pg soft,mahjong ways 2 pg soft,pola mahjong ways 2 pg soft,lucky neko pg soft, lucky neko hari ini,egypts book of mystery,shaolin soccer pg soft,jurasic kingdom pg soft,oriental prosperity pg soft,super market spree pg soft,mahjong ways,battleground royale pg soft,game slot baru pg soft,live slot pg soft,arena899,phoenix rises,gem savior conquest,pg slot,oriental prosperity pg slot,treasures of aztec pg soft, lucky piggy pgsoft, flirting scholar pgsoft, Tag : slot gacor hari ini, slot live , slot pg soft gacor hari ini, slot pg soft, slot pg soft sering menang, slot pg gacor hari ini, slot pg soft gacor, slot pg soft aztec, slot pg soft mahjong,dragon hatch, slot pg lucky neko, mahjong ways 2, mahjong ways 1, dream of macau pgsoft, mahjong slot, game baru pgsoft,speed winner pg,captain's bounty pgsoft, lucky neko slot, lucky neko pg soft,lucky neko hari ini,, lucky neko gacor, lucky neko jp, lucky neko, pocket game soft, wild bandito, wild bandito, wild bandito hari ini, genie's 3 wishes pg, wild bandito bet receh, slot wild bandito, live wild bandito, pola slot wild bandito, pola gacor hari ini, fortune tiger pg soft hari ini, raider jane's crypt of fortune, slot gacor hari ini live, slot gacor hari ini modal kecil, slot gacor hari ini modal kecil,slot gacor hari ini pgsoft, slots, jackpot, pola spin, trik spin, cara menang main slot, cara menang main slot pragmatic, groundhog harvest pg soft, pg soft gacor malam ini, slot modal 50rb, slot modal 20 ribu, slot modal 10rb, slot modal receh, slot modal receh hari ini, slot modal 100rb,dragon hatch pg soft,symbol of egypt pg soft,wild fireworks pg soft,dragon hatch slot,guardians ice & fire pg soft,legend of perseus pg soft, jphunterslot #pgsoftgacorhariini #pgsoftslotgacorhariini #pgsoft #slotgacorhariini #infopgsoftgacorhariini #mahjong #mahjongways #mahjongwaysmenangbesar #mahjongways2 #mahjongwayshariini #pgsoft #pgsofthariini #pgsoftgacorhariini #polapgsoft #slotgacor #slotlive #liveslot #liveslotonline #pgsoftterbaru2022 #pgsoftterbaru #polagacorhariini #bocoranpolagacorhariini #updatepolagacorhariini #mahjongwaysmodalreceh #mahjongways1terbaru #mahjongways1hariini #slotmodalreceh #mainslot #trikslot #trikgacor #trikslotonline #trikbermainslot #carabermainslot #tipsbermainslotonline #tipsmenangslot #mainslot #polagacor #slotjackpot #slotjackpothariini #infogacor #infogacorhariini #modalkecil #modaltipis #modalreceh #caramainslot #jphunterslot #arena899 #slotjackpothariini #mainslot #slotonlineindonesia #slotonline #slotindonesia #slots #polajp #slotlive #slotonline #slotuangasli #updatejamgacor #updatejamgacorhariini #caramainslot #jackpot #slotjackpot2022 #slotmodalreceh #pgsoft #slotpg #jackpotbesar #gacorslot #jackpot #gacorslot #slot #slotgacor #slotonline #slotterbaik #slotonlineterbaik #slotmodalreceh #mahjong #tipsslotgacor #trikmenangslotonline #slotuangasli #slotmodalrecehmenangbesar #jphunterslot","info pg soft gacor hari ini,pg soft hari ini,pg soft gacor hari ini,slot pg soft gacor hari ini,slot gacor hari ini,pg soft slot gacor hari ini,pola slot gacor hari ini,info slot pg soft gacor hari ini,slot pg soft,info slot gacor hari ini,bocoran slot gacor pg soft hari ini,slot gacor pg soft hari ini,slot pg gacor hari ini,slot gacor,jp hunter slot,fortune tiger,fortune tiger slot,fortune tiger pg soft,fortune tiger slot hari ini,fortune tiger pg",20,Gaming,PT52S,52,2d,hd,FALSE,id,id,https://i.ytimg.com/vi/FATxVyektSs/maxresdefault.jpg,1,2365,23,,0,3
139,UCKgPvT5zMJCqG72CvU03M2Q,JP HUNTER SLOT,_ZQzoGD0iK0,2023-01-31T12:37:51Z,2023-01-31 12:37:51,PG SOFT GACOR HARI INI • TFORTUNE TIGER PG SLOT • FORTUNE TIGER PG SLOT HARI INI,"PG SOFT GACOR HARI INI • TFORTUNE TIGER PG SLOT • FORTUNE TIGER PG SLOT HARI INI #infopgsoftgacorhariini #pgsoftgacorhariini #slotgacorhariini #fortunetiger #pgsoft Jangan Lupa Bantu ✅ Like 💬 Komen 🛑 Subscribe ❗ PERINGATAN ❌ VIDEO INI DIBUAT HANYA UNTUK HIBURAN HANYA UNTUK 18+ info pg soft hari ini, info pg soft gacor hari ini, pg soft ahri ini, pg soft gacor hari ini, pg soft hari ini, pg soft live, pg soft gacor, pg soft slot,slot, slot online, game online, pola gacor, pola gacor hari ini, pola gacor terbaru,trik slot,maxwin,azteg, megaways, bigwin, modal receh, pgsoft gacor hari ini,rooster rumble, game gacor pgsoft hari ini, game gacor pgsoft,ways of the qilin,rise of apollo,leprechaun riches pg soft, pola gacor pg soft, pg soft,cocktail night pgsoft,quuen of bounty pg soft, pola modal rebate, pola modal rollingan mingguan, pola modal receh, ninja vs samurai pg soft,,game slot baru pg soft, pola game baru pg soft,pola pg soft modal 50k,the queens banquet,review game slot baru,caishen wins, pola gacor modal receh, caishen wins pg soft,muay thai champion pg soft,mahjong ways 2 pg soft,pola mahjong ways 2 pg soft,lucky neko pg soft, lucky neko hari ini,egypts book of mystery,shaolin soccer pg soft,jurasic kingdom pg soft,oriental prosperity pg soft,super market spree pg soft,mahjong ways,battleground royale pg soft,game slot baru pg soft,live slot pg soft,arena899,phoenix rises,gem savior conquest,pg slot,oriental prosperity pg slot,treasures of aztec pg soft, lucky piggy pgsoft, flirting scholar pgsoft, Tag : slot gacor hari ini, slot live , slot pg soft gacor hari ini, slot pg soft, slot pg soft sering menang, slot pg gacor hari ini, slot pg soft gacor, slot pg soft aztec, slot pg soft mahjong,dragon hatch, slot pg lucky neko, mahjong ways 2, mahjong ways 1, dream of macau pgsoft, mahjong slot, game baru pgsoft,speed winner pg,captain's bounty pgsoft, lucky neko slot, lucky neko pg soft,lucky neko hari ini,, lucky neko gacor, lucky neko jp, lucky neko, pocket game soft, wild bandito, wild bandito, wild bandito hari ini, genie's 3 wishes pg, wild bandito bet receh, slot wild bandito, live wild bandito, pola slot wild bandito, pola gacor hari ini, fortune tiger pg soft hari ini, raider jane's crypt of fortune, slot gacor hari ini live, slot gacor hari ini modal kecil, slot gacor hari ini modal kecil,slot gacor hari ini pgsoft, slots, jackpot, pola spin, trik spin, cara menang main slot, cara menang main slot pragmatic, groundhog harvest pg soft, pg soft gacor malam ini, slot modal 50rb, slot modal 20 ribu, slot modal 10rb, slot modal receh, slot modal receh hari ini, slot modal 100rb,dragon hatch pg soft,symbol of egypt pg soft,wild fireworks pg soft,dragon hatch slot,guardians ice & fire pg soft,legend of perseus pg soft, jphunterslot #pgsoftgacorhariini #pgsoftslotgacorhariini #pgsoft #slotgacorhariini #infopgsoftgacorhariini #mahjong #mahjongways #mahjongwaysmenangbesar #mahjongways2 #mahjongwayshariini #pgsoft #pgsofthariini #pgsoftgacorhariini #polapgsoft #slotgacor #slotlive #liveslot #liveslotonline #pgsoftterbaru2022 #pgsoftterbaru #polagacorhariini #bocoranpolagacorhariini #updatepolagacorhariini #mahjongwaysmodalreceh #mahjongways1terbaru #mahjongways1hariini #slotmodalreceh #mainslot #trikslot #trikgacor #trikslotonline #trikbermainslot #carabermainslot #tipsbermainslotonline #tipsmenangslot #mainslot #polagacor #slotjackpot #slotjackpothariini #infogacor #infogacorhariini #modalkecil #modaltipis #modalreceh #caramainslot #jphunterslot #arena899 #slotjackpothariini #mainslot #slotonlineindonesia #slotonline #slotindonesia #slots #polajp #slotlive #slotonline #slotuangasli #updatejamgacor #updatejamgacorhariini #caramainslot #jackpot #slotjackpot2022 #slotmodalreceh #pgsoft #slotpg #jackpotbesar #gacorslot #jackpot #gacorslot #slot #slotgacor #slotonline #slotterbaik #slotonlineterbaik #slotmodalreceh #mahjong #tipsslotgacor #trikmenangslotonline #slotuangasli #slotmodalrecehmenangbesar #jphunterslot","info pg soft gacor hari ini,pg soft hari ini,pg soft gacor hari ini,slot pg soft gacor hari ini,slot gacor hari ini,pg soft slot gacor hari ini,pola slot gacor hari ini,info slot pg soft gacor hari ini,slot pg soft,info slot gacor hari ini,bocoran slot gacor pg soft hari ini,slot gacor pg soft hari ini,slot pg gacor hari ini,slot gacor,jp hunter slot,fortune tiger,fortune tiger slot,fortune tiger pg soft,fortune tiger slot hari ini,fortune tiger pg",20,Gaming,PT6M17S,377,2d,hd,FALSE,id,id,,1,1401,6,,0,8
140,UCGysU_2zKrrASLIKTFGf-Zw,Fumaçayt,NgY5Gajlt1Y,2023-01-30T21:30:03Z,2023-01-30 21:30:03,FORTUNE TIGER / GIRANDO BET DE R$5 PEGUEI O BÔNUS E ACONTECEU O INESPERADO! *FORREMOS?*,LEIA A DESCRIÇÃO⚠️ ✅LEMBRE-SE QUE ESSES VÍDEOS É APENAS PARA ENTRETENIMENTO. A PLATAFORMA MOSTRADA ACIMA É PARA MAIORES DE 🔞 ANOS ✅MEU GRUPO DO TELEGRAM ✅ https://t.me/+iQYHM59t990zZGIx #viral #ganhardinheiro #trucogold #slotonline #gatesofolympus #rendaextra #lucroreal #fazendodinheiro #jogosonline #jogosparacelular #jogatina #trucogold,,22,People & Blogs,PT5M46S,346,2d,hd,FALSE,,,,,1232,49,,0,7
141,UCh5eATwEu7cSee7IgK7ALNg,Lohan YT,9sUUiEIy0wg,2023-01-30T17:06:19Z,2023-01-30 17:06:19,Banca de 20 até 230!! forrei Fortune tiger,https://www.flames.bet/c-s5N86fZY?lang=pt,,20,Gaming,PT6M27S,387,2d,hd,FALSE,,,,,2341,28,,0,8
142,UChlPu2LHVrGPnOyDyz1awtw,Crespo__Slots,ItzQQcpceMA,2023-01-30T14:00:10Z,2023-01-30 14:00:10,"Jogo do tigre ""Fortune Tiger""",CANAL SECUNDÁRIO: https://youtube.com/@crespo__slots2.064 REDES SOCIAIS: TELEGRAM : https://t.me/+BCeXGy805q4zMWY5 CANAL DA MINHA ESPOSA: https://www.youtube.com/@lokyeasgatas 🔞 Esse vídeo possui apenas fins de entretenimento. Conteúdo para maiores de 18 anos.,"como jogar,Forrar,Forrar o mundo,Runwin,Gogowin,cassino,banca,jogando,brlwin,stake,blaze,cassinagem,plataforma,hudson,jogos,diversão,all-in,ganhos,estratégia,runwin,estratégia blaze,estratégia mines blaze,estratégia para alavancar banca baixa na run win,melhor estratégia para blaze,estratégia double,melhor estratégia para apostar na blaze,#runwin,runwin app,runwin paga mesmo,runwin saque,runwin como jogar,rumwin,renda estra,mines,run win como sacar,GANHE",20,Gaming,PT14M37S,877,2d,hd,FALSE,pt-BR,pt-BR,https://i.ytimg.com/vi/ItzQQcpceMA/maxresdefault.jpg,1,2744,76,,0,26
143,UCtCnMOYqAauOeW99Y5wINIg,Money Bet ,yObIcwPcwZ0,2023-01-29T15:44:56Z,2023-01-29 15:44:56,LUCREI MUITO NO FORTUNE TIGER!! USANDO ESSA ESTRATÉGIA🫣,"Observação: O intuito deste vídeo e apenas para entretenimento, jogos online só são permitidos para maiores de 18 anos!!! Obrigado pelo carinho e aproveitem o vídeo!!","testandoestrategias,estrategias,mines,minas,slots",20,Gaming,PT14M52S,892,2d,hd,FALSE,,,https://i.ytimg.com/vi/yObIcwPcwZ0/maxresdefault.jpg,,5480,73,,0,13
144,UCnS_WFdKxZgusVzaRQYU5kw,Daviffx,V_I3zHmQXMI,2023-01-28T08:00:11Z,2023-01-28 8:00:11,FORREI MUITO NO SLOT DO FORTUNE TIGER / GANHEI R$750 COM R$3 REAIS 😱,LEIA A DESCRIÇÃO⚠️ ✅LEMBRE-SE QUE ESSES VÍDEOS É APENAS PARA ENTRETENIMENTO. A PLATAFORMA MOSTRADA ACIMA É PARA MAIORES DE 🔞 ANOS Link da plataforma: https://www.tigre777.com/agentid/22029902 #viral #ganhardinheiro #trucogold #slotonline #gatesofolympus #rendaextra #lucroreal #fazendodinheiro #jogosonline #jogosparacelular #jogatina #trucogold #tigre777 #gogowin,Tigre777,20,Gaming,PT1M6S,66,2d,hd,FALSE,,pt,https://i.ytimg.com/vi/V_I3zHmQXMI/maxresdefault.jpg,,865,12,,0,6
145,UCmcCXeDxz0EahFvab_mMCTw,Coisas de Família Jocynara Borges,Xb7b51fQhhg,2023-01-21T12:09:10Z,2023-01-21 12:09:10,"Fortune Tiger plataforma GOGOWIN. Banca de 25,00 🤑","E aí galera beleza.. Hoje vim trazer pra vocês um vídeo da nova plataforma que geral tá jogando. Já ganhei bastante dinheiro nesse joguinho. Para baixar é só clicar no link e você já ganha 3,00 para começar cadastrando seu telefone. https://www.gogowin.com/?agentid=85565509 Qualquer dúvida podem me chamar lá no Instagram @jocyyborgesofc",,22,People & Blogs,PT2M55S,175,2d,hd,FALSE,,pt-BR,https://i.ytimg.com/vi/Xb7b51fQhhg/maxresdefault.jpg,,1242,17,,0,4
146,UC3YgLsio8aeo-ntwb39yiSQ,IDENTIDADE CRISTÃ O OFICIAL,1xBXCbG7DVE,2023-01-20T11:32:45Z,2023-01-20 11:32:45,Fortune tiger ganhando bônus de R$400 reais,,,22,People & Blogs,PT29S,29,2d,hd,FALSE,,,https://i.ytimg.com/vi/1xBXCbG7DVE/maxresdefault.jpg,,366,7,,0,0
147,UCkEAFQFh1v2REm3Z8rv59uA,Rafaela Renda Extra,HtH5VRtaICc,2023-01-19T01:58:03Z,2023-01-19 1:58:03,"Fortune tiger Como instalar o aplicativo Fortune Tiger no celular, passo a passo 2023",link do aplicativo vai está no primeiro comentário fixado do vídeo,"como instalar o aplicativo Fortune tiver,como baixar o aplicativo Fortune tiver",22,People & Blogs,PT1M57S,117,2d,hd,FALSE,,,https://i.ytimg.com/vi/HtH5VRtaICc/maxresdefault.jpg,,261,4,,0,1
148,UCykCxtvIo0tWA5bCsRZOoQg,JZINN mobile,DAcgobsNDJA,2023-01-18T17:19:16Z,2023-01-18 17:19:16,PRIMEIRA VEZ NO FORTUNE TIGER E JÁ DEU BOM,,,20,Gaming,PT2M3S,123,2d,hd,FALSE,,,https://i.ytimg.com/vi/DAcgobsNDJA/maxresdefault.jpg,1,2743,61,,0,10
149,UCGysU_2zKrrASLIKTFGf-Zw,Fumaçayt,0g2U-9AIcaY,2023-01-17T21:30:00Z,2023-01-17 21:30:00,FORTUNE TIGER / DOBREI MINHA BANCA GIRANDO NESSE SLOT (PAGOU MUITO),LEIA A DESCRIÇÃO⚠️ ✅LEMBRE-SE QUE ESSES VÍDEOS É APENAS PARA ENTRETENIMENTO. A PLATAFORMA MOSTRADA ACIMA É PARA MAIORES DE 🔞 ANOS ✅MEU GRUPO DO TELEGRAM ✅ https://t.me/+iQYHM59t990zZGIx #viral #ganhardinheiro #trucogold #slotonline #gatesofolympus #rendaextra #lucroreal #fazendodinheiro #jogosonline #jogosparacelular #jogatina #trucogold,,22,People & Blogs,PT7M15S,435,2d,hd,FALSE,,,,,11672,234,,0,32
